Game Turn, Player, Action, Policy, Score, Turns
3, 11, Civic, CIVIC_FOREIGN_TRADE, 150.5, 22
3, 11, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 11, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 11, Civic, CIVIC_EARLY_EMPIRE, 171.6, 49
3, 11, Civic, CIVIC_MYSTICISM, 186.1, 42
3, 11, Policies, POLICY_GOD_KING, 21.0
3, 11, Policies, POLICY_URBAN_PLANNING, 14.0
3, 11, Policies, POLICY_ILKUM, 1.0
3, 12, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 12, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 12, Civic, CIVIC_FOREIGN_TRADE, 150.5, 22
3, 12, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 12, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 12, Civic, CIVIC_EARLY_EMPIRE, 171.6, 49
3, 12, Civic, CIVIC_MYSTICISM, 186.1, 42
3, 12, Policies, POLICY_GOD_KING, 21.0
3, 12, Policies, POLICY_URBAN_PLANNING, 14.0
3, 13, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 13, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 13, Civic, CIVIC_FOREIGN_TRADE, 164.4, 17
3, 13, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 13, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 13, Civic, CIVIC_EARLY_EMPIRE, 187.7, 44
3, 13, Civic, CIVIC_MYSTICISM, 208.5, 37
3, 13, Policies, POLICY_GOD_KING, 21.0
3, 13, Policies, POLICY_URBAN_PLANNING, 14.0
3, 13, Policies, POLICY_ILKUM, 1.0
3, 14, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 14, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 14, Civic, CIVIC_FOREIGN_TRADE, 150.5, 22
3, 14, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 14, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 14, Civic, CIVIC_EARLY_EMPIRE, 171.6, 49
3, 14, Civic, CIVIC_MYSTICISM, 186.1, 42
3, 14, Policies, POLICY_GOD_KING, 21.0
3, 14, Policies, POLICY_URBAN_PLANNING, 14.0
3, 15, Civic, CIVIC_CODE_OF_LAWS, 99.1, 6
3, 15, Civic, CIVIC_CRAFTSMANSHIP, 150.5, 22
3, 15, Civic, CIVIC_FOREIGN_TRADE, 150.5, 22
3, 15, Civic, CIVIC_MILITARY_TRADITION, 224.6, 42
3, 15, Civic, CIVIC_STATE_WORKFORCE, 172.3, 49
3, 15, Civic, CIVIC_EARLY_EMPIRE, 171.6, 49
3, 15, Civic, CIVIC_MYSTICISM, 186.1, 42
3, 15, Policies, POLICY_GOD_KING, 21.0
3, 15, Policies, POLICY_URBAN_PLANNING, 14.0
3, 15, Policies, POLICY_ILKUM, 1.0
3, 62, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
3, 62, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
3, 62, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
3, 62, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
3, 62, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
3, 62, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
3, 62, Civic, CIVIC_MYSTICISM, 123.7, 55
3, 0, Civic, CIVIC_CODE_OF_LAWS, 116.5, 2
3, 0, Civic, CIVIC_CRAFTSMANSHIP, 196.7, 12
3, 0, Civic, CIVIC_FOREIGN_TRADE, 196.7, 12
3, 0, Civic, CIVIC_MILITARY_TRADITION, 323.6, 25
3, 0, Civic, CIVIC_STATE_WORKFORCE, 257.0, 30
3, 0, Civic, CIVIC_EARLY_EMPIRE, 242.2, 30
3, 0, Civic, CIVIC_MYSTICISM, 284.2, 25
3, 0, Policies, POLICY_INSPIRATION, 15.0
3, 0, Policies, POLICY_REVELATION, 15.0
3, 2, Civic, CIVIC_CODE_OF_LAWS, 98.1, 6
3, 2, Civic, CIVIC_CRAFTSMANSHIP, 224.2, 22
3, 2, Civic, CIVIC_FOREIGN_TRADE, 149.5, 22
3, 2, Civic, CIVIC_MILITARY_TRADITION, 209.6, 42
3, 2, Civic, CIVIC_STATE_WORKFORCE, 174.3, 49
3, 2, Civic, CIVIC_EARLY_EMPIRE, 173.6, 49
3, 2, Civic, CIVIC_MYSTICISM, 185.1, 42
3, 2, Policies, POLICY_GOD_KING, 19.0
3, 2, Policies, POLICY_URBAN_PLANNING, 18.0
3, 2, Policies, POLICY_ILKUM, 1.0
3, 2, Policies, POLICY_INSPIRATION, 15.0
3, 2, Policies, POLICY_REVELATION, 15.0
4, 3, Civic, CIVIC_CODE_OF_LAWS, 102.6, 5
4, 3, Civic, CIVIC_CRAFTSMANSHIP, 160.7, 20
4, 3, Civic, CIVIC_FOREIGN_TRADE, 172.4, 15
4, 3, Civic, CIVIC_MILITARY_TRADITION, 234.6, 38
4, 3, Civic, CIVIC_STATE_WORKFORCE, 191.6, 46
4, 3, Civic, CIVIC_EARLY_EMPIRE, 211.3, 41
4, 3, Civic, CIVIC_MYSTICISM, 230.0, 33
4, 3, Policies, POLICY_SURVEY, 7.0
4, 3, Policies, POLICY_GOD_KING, 19.0
4, 3, Policies, POLICY_URBAN_PLANNING, 18.0
4, 3, Policies, POLICY_ILKUM, 1.0
4, 3, Policies, POLICY_AGOGE, 1.0
4, 3, Policies, POLICY_INSPIRATION, 15.0
4, 3, Policies, POLICY_REVELATION, 15.0
4, 5, Civic, CIVIC_CODE_OF_LAWS, 102.6, 5
4, 5, Civic, CIVIC_CRAFTSMANSHIP, 160.7, 20
4, 5, Civic, CIVIC_FOREIGN_TRADE, 160.7, 20
4, 5, Civic, CIVIC_MILITARY_TRADITION, 234.6, 38
4, 5, Civic, CIVIC_STATE_WORKFORCE, 191.6, 46
4, 5, Civic, CIVIC_EARLY_EMPIRE, 189.8, 46
4, 5, Civic, CIVIC_MYSTICISM, 209.5, 38
4, 5, Policies, POLICY_SURVEY, 7.0
4, 5, Policies, POLICY_GOD_KING, 19.0
4, 5, Policies, POLICY_URBAN_PLANNING, 18.0
4, 5, Policies, POLICY_ILKUM, 2.0
4, 5, Policies, POLICY_INSPIRATION, 23.0
4, 5, Policies, POLICY_REVELATION, 15.0
4, 7, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 7, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 7, Civic, CIVIC_FOREIGN_TRADE, 169.8, 16
4, 7, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 7, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 7, Civic, CIVIC_EARLY_EMPIRE, 194.8, 43
4, 7, Civic, CIVIC_MYSTICISM, 216.8, 36
4, 7, Policies, POLICY_GOD_KING, 21.0
4, 7, Policies, POLICY_URBAN_PLANNING, 14.0
4, 7, Policies, POLICY_ILKUM, 1.0
4, 8, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 8, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 8, Civic, CIVIC_FOREIGN_TRADE, 158.1, 21
4, 8, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 8, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 8, Civic, CIVIC_EARLY_EMPIRE, 180.1, 48
4, 8, Civic, CIVIC_MYSTICISM, 197.2, 41
4, 8, Policies, POLICY_GOD_KING, 21.0
4, 8, Policies, POLICY_URBAN_PLANNING, 14.0
4, 8, Policies, POLICY_ILKUM, 1.0
4, 9, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 9, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 9, Civic, CIVIC_FOREIGN_TRADE, 158.1, 21
4, 9, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 9, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 9, Civic, CIVIC_EARLY_EMPIRE, 180.1, 48
4, 9, Civic, CIVIC_MYSTICISM, 197.2, 41
4, 9, Policies, POLICY_GOD_KING, 21.0
4, 9, Policies, POLICY_URBAN_PLANNING, 14.0
4, 9, Policies, POLICY_ILKUM, 1.0
4, 10, Civic, CIVIC_CODE_OF_LAWS, 107.9, 4
4, 10, Civic, CIVIC_CRAFTSMANSHIP, 173.2, 17
4, 10, Civic, CIVIC_FOREIGN_TRADE, 181.6, 13
4, 10, Civic, CIVIC_MILITARY_TRADITION, 338.4, 33
4, 10, Civic, CIVIC_STATE_WORKFORCE, 206.5, 39
4, 10, Civic, CIVIC_EARLY_EMPIRE, 215.3, 35
4, 10, Civic, CIVIC_MYSTICISM, 251.9, 29
4, 10, Policies, POLICY_GOD_KING, 21.0
4, 10, Policies, POLICY_URBAN_PLANNING, 14.0
4, 10, Policies, POLICY_ILKUM, 1.0
4, 11, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 11, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 11, Civic, CIVIC_FOREIGN_TRADE, 158.1, 21
4, 11, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 11, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 11, Civic, CIVIC_EARLY_EMPIRE, 180.1, 48
4, 11, Civic, CIVIC_MYSTICISM, 197.2, 41
4, 11, Policies, POLICY_GOD_KING, 21.0
4, 11, Policies, POLICY_URBAN_PLANNING, 14.0
4, 12, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 12, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 12, Civic, CIVIC_FOREIGN_TRADE, 158.1, 21
4, 12, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 12, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 12, Civic, CIVIC_EARLY_EMPIRE, 180.1, 48
4, 12, Civic, CIVIC_MYSTICISM, 197.2, 41
4, 12, Policies, POLICY_GOD_KING, 21.0
4, 12, Policies, POLICY_URBAN_PLANNING, 14.0
4, 12, Policies, POLICY_ILKUM, 1.0
4, 13, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 13, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 13, Civic, CIVIC_FOREIGN_TRADE, 169.8, 16
4, 13, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 13, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 13, Civic, CIVIC_EARLY_EMPIRE, 194.8, 43
4, 13, Civic, CIVIC_MYSTICISM, 216.8, 36
4, 13, Policies, POLICY_GOD_KING, 21.0
4, 13, Policies, POLICY_URBAN_PLANNING, 14.0
4, 13, Policies, POLICY_ILKUM, 1.0
4, 14, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 14, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 14, Civic, CIVIC_FOREIGN_TRADE, 158.1, 21
4, 14, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 14, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 14, Civic, CIVIC_EARLY_EMPIRE, 180.1, 48
4, 14, Civic, CIVIC_MYSTICISM, 197.2, 41
4, 14, Policies, POLICY_GOD_KING, 21.0
4, 14, Policies, POLICY_URBAN_PLANNING, 14.0
4, 14, Policies, POLICY_ILKUM, 1.0
4, 15, Civic, CIVIC_CODE_OF_LAWS, 103.6, 5
4, 15, Civic, CIVIC_CRAFTSMANSHIP, 158.1, 21
4, 15, Civic, CIVIC_FOREIGN_TRADE, 158.1, 21
4, 15, Civic, CIVIC_MILITARY_TRADITION, 249.0, 41
4, 15, Civic, CIVIC_STATE_WORKFORCE, 181.3, 48
4, 15, Civic, CIVIC_EARLY_EMPIRE, 180.1, 48
4, 15, Civic, CIVIC_MYSTICISM, 197.2, 41
4, 15, Policies, POLICY_GOD_KING, 21.0
4, 15, Policies, POLICY_URBAN_PLANNING, 14.0
4, 15, Policies, POLICY_ILKUM, 1.0
4, 62, Civic, CIVIC_CODE_OF_LAWS, 85.2, 10
4, 62, Civic, CIVIC_CRAFTSMANSHIP, 123.7, 30
4, 62, Civic, CIVIC_FOREIGN_TRADE, 123.7, 30
4, 62, Civic, CIVIC_MILITARY_TRADITION, 123.7, 55
4, 62, Civic, CIVIC_STATE_WORKFORCE, 123.7, 65
4, 62, Civic, CIVIC_EARLY_EMPIRE, 123.7, 65
4, 62, Civic, CIVIC_MYSTICISM, 123.7, 55
4, 0, Civic, CIVIC_CODE_OF_LAWS, 120.6, 1
4, 0, Civic, CIVIC_CRAFTSMANSHIP, 201.8, 11
4, 0, Civic, CIVIC_FOREIGN_TRADE, 201.8, 11
4, 0, Civic, CIVIC_MILITARY_TRADITION, 343.2, 24
4, 0, Civic, CIVIC_STATE_WORKFORCE, 267.9, 29
4, 0, Civic, CIVIC_EARLY_EMPIRE, 250.5, 29
4, 0, Civic, CIVIC_MYSTICISM, 296.5, 24
4, 0, Policies, POLICY_INSPIRATION, 15.0
4, 0, Policies, POLICY_REVELATION, 15.0
4, 2, Civic, CIVIC_CODE_OF_LAWS, 102.6, 5
4, 2, Civic, CIVIC_CRAFTSMANSHIP, 235.6, 21
4, 2, Civic, CIVIC_FOREIGN_TRADE, 157.1, 21
4, 2, Civic, CIVIC_MILITARY_TRADITION, 229.0, 41
4, 2, Civic, CIVIC_STATE_WORKFORCE, 183.3, 48
4, 2, Civic, CIVIC_EARLY_EMPIRE, 182.1, 48
4, 2, Civic, CIVIC_MYSTICISM, 196.2, 41
4, 2, Policies, POLICY_SURVEY, 7.0
4, 2, Policies, POLICY_GOD_KING, 19.0
4, 2, Policies, POLICY_URBAN_PLANNING, 18.0
4, 2, Policies, POLICY_ILKUM, 1.0
4, 2, Policies, POLICY_INSPIRATION, 15.0
4, 2, Policies, POLICY_REVELATION, 15.0
